horizon,mean_ec,tail_mean,drift
1000,1.163191646981048,1.1648893812633956,0.003395468564695303
2500,1.164293285836376,1.164889381946606,0.0029804801990929164
5000,1.1646598458470554,1.164889381946608,0.0022953611984894984
10000,1.1646894159448313,1.1648893819466062,0.003999318873729063
20000,1.1647940104008634,1.164889381946606,0.0038148608139165763
